Groupwise Bifurcation of Institutions for Approval Process 2025-26,,,,,,,
12079,1-44367073634,GOVERNMENT FIRST GRADE COLLEGE KOLAR,South-West,Karnataka,KOLAR,KOLAR,Group-4
12080,1-44513062844,"GOVERNMENT FIRST GRADE COLLEGE KOLAR
GOLD FIELDS",South-West,Karnataka,KOLAR,K.G.F.,Group-4
12081,1-44453070154,GOVERNMENT FIRST GRADE COLLEGE KUDERU,South-West,Karnataka,CHAMARAJNAGAR,KUDERU,Group-4
12082,1-44451065544,GOVERNMENT FIRST GRADE COLLEGE KUMTA,South-West,Karnataka,UTTARA KANNADA,KUMTA,Group-4
12083,1-44454640574,GOVERNMENT FIRST GRADE COLLEGE KUNIGAL,South-West,Karnataka,TUMKUR,KUNIGAL,Group-4
12084,1-44624065634,GOVERNMENT FIRST GRADE COLLEGE KUNIGAL,South-West,Karnataka,TUMKUR,KUNIGAL,Group-4
12085,1-44291623034,"GOVERNMENT FIRST GRADE COLLEGE
KUSHALNAGAR",South-West,Karnataka,KODAGU,KUSHALNAGAR,Group-4
12086,1-44455652674,"GOVERNMENT FIRST GRADE COLLEGE
MADHUGIRI",South-West,Karnataka,TUMKUR,MADHUGIRI,Group-4
12087,1-44261128924,"GOVERNMENT FIRST GRADE COLLEGE
MADIKERI",South-West,Karnataka,KODAGU,MADIKERI,Group-4
12088,1-44342907804,GOVERNMENT FIRST GRADE COLLEGE MAGADI,South-West,Karnataka,RAMANAGARA,MAGADI,Group-4
12089,1-44458056410,"GOVERNMENT FIRST GRADE COLLEGE
MALLESHWARAM",South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12090,1-44372973954,GOVERNMENT FIRST GRADE COLLEGE MALUR,South-West,Karnataka,KOLAR,MALUR,Group-4
12091,1-44333308284,"GOVERNMENT FIRST GRADE COLLEGE
MANHALLI",South-West,Karnataka,BIDAR,BIDAR,Group-4
12092,1-44267788904,GOVERNMENT FIRST GRADE COLLEGE MANKI,South-West,Karnataka,UTTARA KANNADA,HONAVAR,Group-4
12093,1-44501198814,"GOVERNMENT FIRST GRADE COLLEGE
MOLAKALMURU",South-West,Karnataka,CHITRADURGA,MOLAKALMURU,Group-4
12094,1-44488974234,"GOVERNMENT FIRST GRADE COLLEGE
MOSALEHOSAHALLY",South-West,Karnataka,HASSAN,HASSAN,Group-4
12095,1-44229573024,GOVERNMENT FIRST GRADE COLLEGE MUDIPU,South-West,Karnataka,"DAKSHINA
KANNADA",BANTWAL,Group-4
12096,1-44596378604,"GOVERNMENT FIRST GRADE COLLEGE
NAGAMANGALA",South-West,Karnataka,MANDYA,NAGAMANGALA,Group-4
12097,1-44304987514,"GOVERNMENT FIRST GRADE COLLEGE
NANJANGUD",South-West,Karnataka,MYSORE,NANJANGUD,Group-4
12098,1-44346586514,"GOVERNMENT FIRST GRADE COLLEGE
NARASIMHARAJAPURA",South-West,Karnataka,CHIKMAGALUR,"NARASIMHARAJAPUR
A",Group-4
12099,1-44454795964,"GOVERNMENT FIRST GRADE COLLEGE
NAVANAGAR BAGALKOT",South-West,Karnataka,BAGALKOT,BAGALKOT,Group-4
12100,1-44335028684,"GOVERNMENT FIRST GRADE COLLEGE
NYAMATHI",South-West,Karnataka,DAVANAGERE,NYAMATHI,Group-4
12101,1-44453019224,"GOVERNMENT FIRST GRADE COLLEGE OF ARTS
SCIENCE AND COMMERCE",South-West,Karnataka,TUMKUR,SIRA,Group-4
12102,1-44304145574,"GOVERNMENT FIRST GRADE COLLEGE
PANDAVAPURA",South-West,Karnataka,MANDYA,PANDAVAPURA,Group-4
12103,1-44269969250,"GOVERNMENT FIRST GRADE COLLEGE PEENYA
BANGALORE",South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12104,1-44401062803,GOVERNMENT FIRST GRADE COLLEGE PUTTUR,South-West,Karnataka,"DAKSHINA
KANNADA",PUTTUR,Group-4
12105,1-44514832794,"GOVERNMENT FIRST GRADE COLLEGE
RABAKAVI BANHATTI",South-West,Karnataka,BAGALKOT,RABKAVI-BANHATTI,Group-4
12106,1-44388008244,"GOVERNMENT FIRST GRADE COLLEGE
RAJAJINAGAR BENGALURU",South-West,Karnataka,BANGALORE URBAN,BENGALURU,Group-4
12107,1-44513798984,"GOVERNMENT FIRST GRADE COLLEGE
RAMANAGARA",South-West,Karnataka,RAMANAGARA,RAMANAGARA,Group-4
12108,1-44252024804,"GOVERNMENT FIRST GRADE COLLEGE
RIPPONPETE",South-West,Karnataka,SHIMOGA,HOSANAGARA,Group-4
12109,1-44519114714,"GOVERNMENT FIRST GRADE COLLEGE
SADALAGA",South-West,Karnataka,BELGAUM,CHIKODI,Group-4
12110,1-44245471388,"GOVERNMENT FIRST GRADE COLLEGE
SALIGRAMA",South-West,Karnataka,MYSORE,"KRISHNARAJANAGAR
A",Group-4
12111,1-44486357214,GOVERNMENT FIRST GRADE COLLEGE SANDUR,South-West,Karnataka,BELLARY,SANDUR,Group-4
12112,1-44310217404,"GOVERNMENT FIRST GRADE COLLEGE
SHANKARANARAYANA",South-West,Karnataka,UDUPI,"SHANKARANARAYAN
A",Group-4
12113,1-44245082684,"GOVERNMENT FIRST GRADE COLLEGE
SHANTHINAGAR BENGALURU",South-West,Karnataka,BANGALORE URBAN,BENGALURU,Group-4
12114,1-44239190023,"GOVERNMENT FIRST GRADE COLLEGE
SIDDAKATTE",South-West,Karnataka,"DAKSHINA
KANNADA",BANTWAL,Group-4
12115,1-44454136234,"GOVERNMENT FIRST GRADE COLLEGE
SIDDAPUR",South-West,Karnataka,UTTARA KANNADA,SIDDAPUR,Group-4
Groupwise Bifurcation of Institutions for Approval Process 2025-26,,,,,,,
Sr.No,"AICTE
Permanent Id",Institute Name,Region,State,District,City,User Group
12116,1-44311862671,"GOVERNMENT FIRST GRADE COLLEGE
SIDDARTHANAGAR",South-West,Karnataka,MYSORE,MYSORE,Group-4
12117,1-44451004724,"GOVERNMENT FIRST GRADE COLLEGE
SIDLAGHATTA",South-West,Karnataka,CHIKABALLAPUR,SIDLAGHATTA,Group-4
12118,1-44320827706,GOVERNMENT FIRST GRADE COLLEGE SRINGERI,South-West,Karnataka,CHIKMAGALUR,SRINGERI,Group-4
12119,1-44518526844,"GOVERNMENT FIRST GRADE COLLEGE
SRIRANGAPATNA",South-West,Karnataka,MANDYA,SHRIRANGAPATTANA,Group-4
12120,1-44457143694,GOVERNMENT FIRST GRADE COLLEGE SULIBELE,South-West,Karnataka,BANGALORE RURAL,BANGALORE RURAL,Group-4
12121,1-44242705933,GOVERNMENT FIRST GRADE COLLEGE SULLIA,South-West,Karnataka,"DAKSHINA
KANNADA",SULLIA,Group-4
12122,1-44272583297,"GOVERNMENT FIRST GRADE COLLEGE T
NARASIPURA",South-West,Karnataka,MYSORE,"TIRUMAKUDAL -
NARSIPUR",Group-4
12123,1-44287448935,"GOVERNMENT FIRST GRADE COLLEGE
TARIKERE",South-West,Karnataka,CHIKMAGALUR,TARIKERE,Group-4
12124,1-44461125075,"GOVERNMENT FIRST GRADE COLLEGE
THIRTHAHALLI",South-West,Karnataka,SHIMOGA,THIRTHAHALLI,Group-4
12125,1-44244749954,GOVERNMENT FIRST GRADE COLLEGE TUMKUR,South-West,Karnataka,TUMKUR,TUMKUR,Group-4
12126,1-44467322535,"GOVERNMENT FIRST GRADE COLLEGE
UDAYAPURA",South-West,Karnataka,HASSAN,CHANNARAYAPATNA,Group-4
12127,1-44449162374,"GOVERNMENT FIRST GRADE COLLEGE
UPPINANGADY",South-West,Karnataka,"DAKSHINA
KANNADA",PUTTUR,Group-4
12128,1-44348635204,"GOVERNMENT FIRST GRADE COLLEGE
VAMADAPADAVU",South-West,Karnataka,"DAKSHINA
KANNADA",BANTWAL,Group-4
12129,1-44305939135,"GOVERNMENT FIRST GRADE COLLEGE
VARTHUR",South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12130,1-44450715304,"GOVERNMENT FIRST GRADE COLLEGE
VEMAGAL",South-West,Karnataka,KOLAR,KOLAR,Group-4
12131,1-44391089174,"GOVERNMENT FIRST GRADE COLLEGE
YELAHANKA BANGALORE",South-West,Karnataka,BANGALORE URBAN,BENGALURU,Group-4
12132,1-44400946834,"GOVERNMENT FIRST GRADE COLLEGE
YELBURGA",South-West,Karnataka,KOPPAL,YELBURGA,Group-4
12133,1-44248925016,GOVERNMENT FIRST GRADE EVENING COLLEGE,South-West,Karnataka,MYSORE,MYSORE,Group-4
12134,1-44403173714,GOVERNMENT FIRST GRADE EVENING COLLEGE,South-West,Karnataka,SHIMOGA,SHIVAMOGGA,Group-4
12135,1-44604169614,"GOVERNMENT FIRST GRADE EVENING COLLEGE
BELLARY",South-West,Karnataka,BELLARY,BELLARY,Group-4
12136,1-44460227414,"GOVERNMENT FIRST GRADE EVENING COLLEGE
CARSTREET MANGALORE",South-West,Karnataka,"DAKSHINA
KANNADA",MANGALORE,Group-4
12137,1-44486700624,"GOVERNMENT FIRST GRADE EVENING COLLEGE
DAVANAGERE",South-West,Karnataka,DAVANAGERE,DAVA,Group-4
12138,1-44310617384,"GOVERNMENT FIRST GRADE EVENING COLLEGE
TUMKUR",South-West,Karnataka,TUMKUR,TUMKUR,Group-4
12139,1-44497682564,"GOVERNMENT FIRST GRADE EVENING COLLEGE
VIJAYAPUR",South-West,Karnataka,BIJAPUR,BIJAPUR,Group-4
12140,1-44244593064,"GOVERNMENT FIRST GRADE RESIDENTIAL SC ST
S MODEL COLLEGE HADALAGERI",South-West,Karnataka,BIJAPUR,MUDDEBIHAL,Group-4
12141,1-44244881016,GOVERNMENT FIRST GRADE WOMEN COLLEGE,South-West,Karnataka,TUMKUR,TUMKUR,Group-4
12142,1-44402537195,"GOVERNMENT FIRST GRADE WOMENS
COLLEGE",South-West,Karnataka,UTTARA KANNADA,KARWAR.,Group-4
12143,1-44259282704,"GOVERNMENT FIRST GRADE WOMENS
COLLEGE BAILHONGAL",South-West,Karnataka,BELGAUM,BAILHONGAL,Group-4
12144,1-44345033434,"GOVERNMENT HOME SCIENCE COLLEGE FOR
WOMEN",South-West,Karnataka,HASSAN,HOLE NARSIPUR,Group-4
12145,1-44320855325,"GOVERNMENT HOME SCIENCE COLLEGE
HASSAN",South-West,Karnataka,HASSAN,HASSAN,Group-4
12146,1-44450404944,GOVERNMENT I GRADE COLLEGE SIRASI,South-West,Karnataka,UTTARA KANNADA,SIRSI,Group-4
12147,1-44491786864,"GOVERNMENT MODEL DEGREE COLLEGE
SHAHAPUR",South-West,Karnataka,YADGIR,SHAHAPUR,Group-4
12148,1-44244856285,"GOVERNMENT R C COLLEGE OF COMMERCE
AND MANAGEMENT",South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12149,1-44454809034,GOVERNMENT SCIENCE COLLEGE,South-West,Karnataka,HASSAN,HASSAN,Group-4
12150,1-44478882494,GOVERNMENT SCIENCE COLLEGE,South-West,Karnataka,CHITRADURGA,CHITRADURGA,Group-4
12151,1-44342172714,GOVERNMENT WOMENS COLLEGE HUNSUR,South-West,Karnataka,MYSORE,HUNSUR,Group-4
12152,1-44475720924,"GOVERNMENT WOMEN'S FIRST GRADE
COLLEGE",South-West,Karnataka,GULBARGA,GULBARGA,Group-4
12153,1-44241822363,GOVINDA DASA COLLEGE,South-West,Karnataka,"DAKSHINA
KANNADA",MANGALORE,Group-4
12154,1-44068397137,"GOVINDRAM SEKSARIA SCIENCE COLLEGE
BELAGAVI",South-West,Karnataka,BELGAUM,BELGAUM,Group-4
12155,1-44491756103,GOVRNMENT FIRST GRADE COLLEGE,South-West,Karnataka,CHAMARAJNAGAR,CHAMARAJANAGAR,Group-4
12156,1-44326038824,GOVT DEGREE COLLEGE YADAGIRI,South-West,Karnataka,YADGIR,YADGIR,Group-4
12157,1-44464692184,GOVT FIRST GRADE COLLEGE ATHANI,South-West,Karnataka,BELGAUM,ATHANI,Group-4
12158,1-44244950834,GOVT FIRST GRADE COLLEGE BELTHANGADY,South-West,Karnataka,"DAKSHINA
KANNADA",BELTHANGADY,Group-4
Groupwise Bifurcation of Institutions for Approval Process 2025-26,,,,,,,
Sr.No,"AICTE
Permanent Id",Institute Name,Region,State,District,City,User Group
12159,1-44388678533,"GOVT FIRST GRADE COLLEGE
BGBBASAVAKALYAN DIST BIDAR2077GKKB",South-West,Karnataka,BIDAR,BASAVAKALYAN,Group-4
12160,1-44479323454,GOVT FIRST GRADE COLLEGE CHANNAPATNA,South-West,Karnataka,RAMANAGARA,RAMANAGARA,Group-4
12161,1-44460240504,GOVT FIRST GRADE COLLEGE HIRIADKA UDUPI,South-West,Karnataka,UDUPI,UDUPI,Group-4
12162,1-44556330094,"GOVT FIRST GRADE COLLEGE HOSADURGA
CHITRADURGA DIST",South-West,Karnataka,CHITRADURGA,HOSADURGA,Group-4
12163,1-44308589324,GOVT FIRST GRADE COLLEGE HULLAHALLI,South-West,Karnataka,MYSORE,NANJANGUD,Group-4
12164,1-44321434454,GOVT FIRST GRADE COLLEGE KAUP,South-West,Karnataka,UDUPI,UDUPI,Group-4
12165,1-44323458267,GOVT FIRST GRADE COLLEGE KOPPAL,South-West,Karnataka,KOPPAL,KOPPAL,Group-4
12166,1-44293577353,GOVT FIRST GRADE COLLEGE PUNJALAKATTE,South-West,Karnataka,"DAKSHINA
KANNADA",BELTHANGADY,Group-4
12167,1-44515683634,GOVT FIRST GRADE COLLEGE SINDAGI,South-West,Karnataka,BIJAPUR,SINDAGI,Group-4
12168,1-44451001364,GOVT FIRST GRADE COLLEGE TURUVEKERE,South-West,Karnataka,TUMKUR,TURUVEKERE,Group-4
12169,1-44491727764,GOVT MODEL DEGREE COLLEGE,South-West,Karnataka,RAICHUR,SIDRAMPUR,Group-4
12170,1-44252593354,GOVT. FIRST GRADE COLLEGE FOR WOMEN,South-West,Karnataka,BAGALKOT,YADAHALLI,Group-4
12171,1-44296639614,GOVT. R.C. EVENING COLLEGE,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12172,1-44498549954,GOVT.FIRST GRADE COLLEGE FOR WOMEN,South-West,Karnataka,CHIKABALLAPUR,CHIKABALLAPUR,Group-4
12173,1-44448732004,GRACE INTERNATIONAL DEGREE COLLEGE,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12174,1-44513367356,GREEN CITY DEGREE COLLEGE,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12175,1-44244964603,GRV BUSINESS MANAGEMENT ACADEMY,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12176,1-44239891714,"GSSS SIMHA SUBBAMAHALAKSHMI FIRST
GRADE COLLEGE",South-West,Karnataka,MYSORE,MYSORE,Group-4
12177,1-44462667654,GUPTA COLLEGE,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12178,1-44322886064,GURU NANAK FIRST GRADE SCIENCE COLLEGE,South-West,Karnataka,BIDAR,BIDAR,Group-4
12179,1-44218510973,GURUKUL DEGREE COLLEGE,South-West,Karnataka,GULBARGA,GULBARGA,Group-4
12180,1-44465460644,GVPP GOVERNMEMENT FIRST GRADE COLLEGE,South-West,Karnataka,VIJAYANAGARA,"HAGARIBOMMANAH
ALLI",Group-4
12181,1-44472975814,"H R SRIRAMULU MEMORIAL COLLEGE
GANGAVATHI",South-West,Karnataka,KOPPAL,GANGAVATHI,Group-4
12182,1-44357543774,"HASANATH ACADEMY OF MANAGEMENT
STUDIES",South-West,Karnataka,BANGALORE URBAN,BENGALURU,Group-4
12183,1-44448321124,HASANATH COLLEGE,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12184,1-44331321774,HASANATH COLLEGE FOR WOMEN,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12185,1-44367058424,"HILLSIDE INSTITUTE OF MANAGEMENT AND
ACADEMY",South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12186,1-44232305843,HINDUSTAN BUSINESS SCHOOL,South-West,Karnataka,BANGALORE URBAN,BENGALURU,Group-4
12187,1-44495916344,HINDUSTAN COLLEGE,South-West,Karnataka,MYSORE,MYSORE,Group-4
12188,1-44245274513,HIRA WOMEN'S COLLEGE,South-West,Karnataka,"DAKSHINA
KANNADA",MANGALORE,Group-4
12189,1-44339119804,HKBK DEGREE COLLEGE,South-West,Karnataka,BANGALORE URBAN,"VYALIKAVAL,",Group-4
12190,1-44460895146,HOLY TRINITY COLLEGE,South-West,Karnataka,TUMKUR,KUNIGAL,Group-4
12191,1-44245479333,HOYSALA COLLEGE OF MANAGEMENT,South-West,Karnataka,SHIMOGA,SHIVAMOGGA,Group-4
12192,1-44461229014,HOYSALA DEGREE COLLEGE,South-West,Karnataka,BANGALORE RURAL,NELAMANGALA,Group-4
12193,1-44428635985,"HPPC GOVERNMENT FIRST GRADE COLLEGE
CHALLAKERE",South-West,Karnataka,CHITRADURGA,CHALLAKERE,Group-4
12194,1-44405294765,"HUDA NATIONAL ARTS COMMERCE AND
SCIENCE DEGREE COLLEGE",South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12195,1-44244803215,I D S G GOVERNMENT COLLEGE,South-West,Karnataka,CHIKMAGALUR,CHIKMAGALUR,Group-4
12196,1-44095668833,"IBMR COLLEGE OF BBA BCA BCOM POST
GRADUATE STUDIES  IN COMMERCE AND MANAGEMENT",South-West,Karnataka,DHARWAD,HUBLI,Group-4
12197,1-44357689814,IDEAL DEGREE COLLEGE,South-West,Karnataka,RAICHUR,SINDHANUR,Group-4
12198,1-44436925584,IIFA EDUCATION TRUST,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12199,1-44230799523,IMJ INSTITUTE OF SCIENCE AND COMMERCE,South-West,Karnataka,UDUPI,KUNDAPURA,Group-4
12200,1-44486636704,"INDIAN ACADEMY DEGREE COLLEGE
AUTONOMOUS",South-West,Karnataka,BANGALORE URBAN,BENGALURU,Group-4
12201,1-44451603324,INDO AMERICAN DEGREE COLLEGE,South-West,Karnataka,BELLARY,BELLARY,Group-4
12202,1-44340725244,INDO ASIAN ACADEMY DEGREE COLLEGE,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12203,1-44392281774,INDO ASIAN WOMEN'S DEGREE COLLEGE,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12204,1-44458653434,INDU DEGREE COLLEGE,South-West,Karnataka,VIJAYANAGARA,KOTTUR,Group-4
12205,1-44253765414,INDUS VALLEY DEGREE COLLEGE,South-West,Karnataka,BANGALORE URBAN,BENGALURU,Group-4
12206,1-44390951194,"INNOVA INSTITUTE OF MANAGEMENT AND
SCIENCE",South-West,Karnataka,BANGALORE URBAN,BENGALURU,Group-4
12207,1-44463015164,"INSPIRE INSTITUTE OF COMMERCE AND
SCIENCE",South-West,Karnataka,BANGALORE RURAL,VIJAYAPURA,Group-4
12208,1-44326092514,"INTERFACE COLLEGE OF COMPUTER
APPLICATIONS",South-West,Karnataka,DAVANAGERE,DAVANAGERE,Group-4
12209,1-44273536934,"INTERNATIONAL INSTITUTE OF FINANCE AND
ADMINISTRATION",South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12210,1-44463147194,"ISBC COLLEGE OF ARTS SCIENCE AND
COMMERCE",South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12211,1-44493197174,ISBR EVENING COLLEGE,South-West,Karnataka,BANGALORE URBAN,BENGALURU,Group-4
Groupwise Bifurcation of Institutions for Approval Process 2025-26,,,,,,,
Sr.No,"AICTE
Permanent Id",Institute Name,Region,State,District,City,User Group
12212,1-44448555844,"J E SOCIETYS SHRI K A LOKAPUR ARTS SCIENCE
AND COMMERCE COLLEGE ATHANI",South-West,Karnataka,BELGAUM,ATHANI,Group-4
12213,1-44349979344,"J H PATEL INSTITUTE OF MANAGEMENT AND
TECHNOLOGY",South-West,Karnataka,DAVANAGERE,DAVANAGERE,Group-4
12214,1-44228828073,"J S S SHRI MANJUNATHESHWARA INSTITUTE OF
UNDER GRADUATE AND POST GRADUATE STUDIES",South-West,Karnataka,DHARWAD,DHARWAD,Group-4
12215,1-44498252855,JAIHIND DEGREE COLLEGE,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12216,1-44381534633,JAIN COLLEGE,South-West,Karnataka,BANGALORE URBAN,BENGALURU,Group-4
12217,1-44276358444,"JAIN COLLEGE OF COMPUTER APPLICATIONS
AND MANAGEMENT",South-West,Karnataka,DAVANAGERE,DAVANAGERE,Group-4
12218,1-44075468173,"JAIN DEEMED TO BE UNIVERSITY CENTRE FOR
MANAGEMENT STUDIES",South-West,Karnataka,BANGALORE URBAN,BENGALURU,Group-4
12219,1-44602796244,JAIN DEGREE COLLEGE,South-West,Karnataka,DAVANAGERE,DAVANAGERE,Group-4
12220,1-44454367454,"JAME UL ULOOM INSTITUTE OF INFORMATION
SCIENCE",South-West,Karnataka,RAMANAGARA,BIDADI,Group-4
12221,1-44086604203,"JANATA SHIKSHAN SANGHAS SHREE
TAMMANNAPPA CHIKODI ARTS AND COMMERCE COLLEGE BANHATTI",South-West,Karnataka,BAGALKOT,RABKAVI-BANHATTI,Group-4
12222,1-44241105943,JANATHA GOVERNMENT FIRST GRADE COLLEGE,South-West,Karnataka,DAVANAGERE,CHANNAGIRI,Group-4
12223,1-44473752214,JESSE DEGREE COLLEGE,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12224,1-44450371764,JINDAL COLLEGE FOR WOMEN,South-West,Karnataka,BANGALORE URBAN,CHIKKABIDARAKALLU,Group-4
12225,1-44450830974,"JNANA VIKAS INSTITUTE OF MANAGEMENT
STUDIES AND COMMERCE",South-West,Karnataka,RAMANAGARA,BIDADI,Group-4
12226,1-44425939943,JNANADHARA FIRST GRADE COLLEGE,South-West,Karnataka,MYSORE,HUNSUR,Group-4
12227,1-44243134233,"JNANODAYA COMMERCE AND MANAGEMENT
ACADEME",South-West,Karnataka,BANGALORE URBAN,SHANKARAPURAM,Group-4
12228,1-44245457884,JSS COLLEGE FOR WOMEN,South-West,Karnataka,MYSORE,MYSORE,Group-4
12229,1-44259558024,JSS COLLEGE FOR WOMEN,South-West,Karnataka,CHAMARAJNAGAR,KOLLEGAL,Group-4
12230,1-44308813894,JSS COLLEGE OF ARTS AND COMMERCE,South-West,Karnataka,CHAMARAJNAGAR,GUNDLUPET,Group-4
12231,1-44247942514,"JSS COLLEGE OF ARTS COMMERCE AND
SCIENCE",South-West,Karnataka,MYSORE,NANJANGUD,Group-4
12232,1-44282506194,JYOTI NIVAS COLLEGE AUTONOMOUS,South-West,Karnataka,BANGALORE URBAN,BENGALURU,Group-4
12233,1-44233526013,"K L E SOCIETYS P C JABIN SCIENCE COLLEGE
HUBBALLI",South-West,Karnataka,DHARWAD,HUBLI,Group-4
12234,1-44535888969,K PUTTASWAMY FIRST GRADE COLLEGE,South-West,Karnataka,MYSORE,MYSORE,Group-4
12235,1-44338420104,K S DEGREE COLLEGE,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12236,1-44455108624,"KAIRALEE NIKETHAN GOLDEN JUBILEE DEGREE
COLLEGE",South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12237,1-44310921423,KALPATARU FIRST GRADE SCIENCE COLLEGE,South-West,Karnataka,TUMKUR,TIPTUR,Group-4
12238,1-44244923074,"KANACHUR INSTITUTE OF MANAGEMENT AND
SCIENCE",South-West,Karnataka,"DAKSHINA
KANNADA",MANGALORE,Group-4
12239,1-44496398294,"KANAKA COLLEGE OF ARTS SCIENCE AND
MANAGEMENT STUDIES",South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12240,1-44129523455,"KANARA WELFARE TRUST'S DIVEKAR BCA
COLLEGE",South-West,Karnataka,UTTARA KANNADA,KARWAR,Group-4
12241,1-44230554123,"KARNATAK LAW SOCIETY BCA COLLEGE
HALIYAL",South-West,Karnataka,UTTARA KANNADA,HALIYAL,Group-4
12242,1-44239718653,"KARNATAKA COLLEGE OF MANAGEMENT AND
SCIENCE",South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12243,1-44240818873,"KARNATAKA STATE AKKAMAHADEVI WOMEN'S
UNIVERSITY",South-West,Karnataka,BELLARY,BELLARY,Group-4
12244,1-44107659417,KATEEL ASHOK PAI MEMORIAL COLLEGE,South-West,Karnataka,SHIMOGA,SHIMOGA,Group-4
12245,1-44486944904,KENGERI FIRST GRADE COLLEGE,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12246,1-44461931814,KENSRI DEGREE COLLEGE,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12247,1-44451719984,KGSSGM THEOSOPHICAL COLLEGE,South-West,Karnataka,VIJAYANAGARA,HOSPET,Group-4
12248,1-44245509534,"KITTUR RANI CHANNAMMA EDUCATION
SOCIETYS S.B.HARAKUNI BBA COLLEGE",South-West,Karnataka,BELGAUM,BAILHONGAL,Group-4
12249,1-44233590473,KLE LINGARAJ COLLEGE BELGAUM,South-West,Karnataka,BELGAUM,BELGAUM,Group-4
12250,1-44232551533,KLE SOCIETY BBA AND BCA COLLEGE DHARWAD,South-West,Karnataka,DHARWAD,DHARWAD,Group-4
12251,1-44232854127,"KLE SOCIETY COLLEGE OF BCA RLS INSTITUTE
BELAGAVI",South-West,Karnataka,BELGAUM,BELGAUM,Group-4
12252,1-44241200131,"KLE SOCIETY G I BAGEWADI BBA COLLEGE
NIPANI",South-West,Karnataka,BELGAUM,NIPANI,Group-4
12253,1-44237190983,"KLE SOCIETY MALAGOUDA PATIL COLLEGE OF
COMMERCE RAIBAG",South-West,Karnataka,BELGAUM,RAYBAG,Group-4
12254,1-44230791833,"KLE SOCIETYS BCOM DEGREE COLLEGE KLE
CAMPUS GANGAVATHI",South-West,Karnataka,KOPPAL,WADDARHATTI,Group-4
12255,1-44233887513,"KLE SOCIETYS BK BBA AND BCA COLLEGE
CHIKODI",South-West,Karnataka,BELGAUM,CHIKODI,Group-4
12256,1-44237971893,"KLE SOCIETY'S COLEEGE OF BACHLORE OF
COMPUTER APPLICATIONS",South-West,Karnataka,BELGAUM,KHANAPUR,Group-4
12257,1-44361685753,KLE SOCIETYS COLLEGE OF BCA BAILHONGAL,South-West,Karnataka,BELGAUM,BAILHONGAL,Group-4
12258,1-44235628873,KLE SOCIETYS COLLEGE OF BCA GOKAK,South-West,Karnataka,BELGAUM,GOKAK,Group-4
Groupwise Bifurcation of Institutions for Approval Process 2025-26,,,,,,,
Sr.No,"AICTE
Permanent Id",Institute Name,Region,State,District,City,User Group
12259,1-44243498035,KLE SOCIETY'S COLLEGE OF BCA SANKESHWAR,South-West,Karnataka,BELGAUM,GAVANAL,Group-4
12260,1-44232400713,KLE SOCIETY'S DEGREE COLLEGE,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Group-4
12261,1-44238275103,"KLE SOCIETYS GIBAGEWADI BCA COLLEGE
NIPANI",South-West,Karnataka,BELGAUM,NIPANI,Group-4
12262,1-44231739803,"KLE SOCIETYS K F PATIL INSTITUTE OF BUSINESS
ADMINISTRATION RANEBENNUR",South-West,Karnataka,HAVERI,RANEBENNUR,Group-4
12263,1-44342820853,"KLE SOCIETYS SHRI CHANNAGIRISHWAR PRASADIK ARTS SCIENCE AND D D SHIROL
COMMERCE COLLEGE MAHALINGPUR",South-West,Karnataka,BAGALKOT,MAHALINGPUR,Group-4
12264,1-44341394613,KLE SOCIETYS SSMS BBA COLLEGE ATHANI,South-West,Karnataka,BELGAUM,ATHANI,Group-4
12265,1-44241690285,KLE SOCIETYS SSMS BCA COLLEGE ATHANI,South-West,Karnataka,BELGAUM,ATHANI,Group-4
12266,1-44243929483,KLES BBA COLLEGE HUBLI,South-West,Karnataka,DHARWAD,HUBLI,Group-4
